Identifier,Lat,Long
PARA_P_IDE0203,36.727762000,-113.734216000
PARA_P_MUST0197,36.736371000,-113.704258000
SIEN_WEI_SEKI-30_Well-338,36.744000000,-118.687000000
CAVO_001,36.778566000,-103.977586000
HTLN_OZAR_Temp_SPRPHI,36.835469000,90.944947000
SIEN_WEI_SEKI-02_Well-306,36.886900000,-118.604000000
SIEN_WEI_SEKI-02_Well-305,36.887600000,-118.604000000
SIEN_WEI_SEKI-18_Well-215,36.897900000,-118.557000000
DEVA_P_LOS0390,36.899607000,-117.271727000
SIEN_WEI_SEKI-09_Well-307,36.903600000,-118.653000000
DEVA_P_MCD0281,36.904501000,-117.017534000
SIEN_WEI_SEKI-05_Well-348,36.912300000,-118.813000000
SIEN_WEI_SEKI-05_Well-345,36.913000000,-118.812000000
SIEN_WEI_SEKI-29_Well-219,36.934600000,-118.578000000
SIEN_WEI_SEKI-29_Well-341,36.935100000,-118.579000000
DEVA_P_SHR0202,36.935882000,-117.301322000
HTLN_OZAR_Temp_SPRBIG,36.951836000,-90.993154000
DEVA_P_CUR0123,36.969636000,-116.925842000
DEVA_P_NEL0651,36.977693000,-117.152132000
HTLN_GWCA_Temp_CARV1,36.988232000,-94.356588000
HTLN_GWCA_Temp_WILL1,36.988585000,-94.355666000
HTLN_GWCA_Temp_HARK1,36.989330000,-94.359761000
DEVA_P_GRA0378,37.001587000,-117.370512000
DEVA_P_WAU0880,37.004376000,-117.947804000
SIEN_WEI_SEKI-21_Well-334,37.007400000,-118.727000000
SIEN_WEI_SEKI-13_Well-222,37.021400000,-118.500000000
HTLN_OZAR_Temp_CMRY,37.034130000,-91.055114000
HTLN_OZAR_Temp_JM01,37.056824000,-91.666657000
HTLN_OZAR_Temp_JM02,37.060771000,-91.563617000
HTLN_WICR_Temp_TERR1,37.080965000,-93.420330000
HTLN_WICR_Temp_WCLW1,37.091217000,-93.403971000
QMYC NPSLR,37.092600000,-86.064500000
HTLN_WICR_Temp_SKEG1,37.097300000,93.411644000
SIEN_WEI_SEKI_01_Well_308,37.098000000,-118.570000000
BOWA_03_pilot,37.106920000,-79.730140000
BOWA_03,37.106927000,-79.730143000
HTLN_OZAR_Temp_CM05,37.114590000,-91.131614000
HTLN_WICR_Temp_WCUP1,37.116040000,-93.406907000
HTLN_OZAR_Temp_JM03,37.120347000,-91.504685000
HTLN_OZAR_Temp_JMAL,37.151885000,-91.430508000
HTLN_OZAR_Temp_CM04,37.159045000,-91.169785000
ZION_P3_left,37.163503664,-112.959482206
ZION_P3_instream,37.163608105,-112.959518933
ZION_P3_right,37.163673835,-112.959588914
HTLN_OZAR_Temp_SPRBLU,37.166187000,-91.162457000
HTLN_OZAR_Temp_JMSH,37.173518000,-91.301924000
HTLN_OZAR_Temp_CMTR,37.191160000,91.271390000
COLO_TR-2P05,37.200800000,76.739300000
COLO_TR-2P09,37.200800000,76.739300000
COLO_TR-2W13,37.200800000,76.739300000
COLO_TR-2W29,37.200800000,76.739300000
COLO_EW-4W09,37.202210000,-76.735600000
COLO_EW-3W08,37.202250000,-76.735400000
COLO_EW-8W07,37.202250000,-76.735960000
COLO_EW-8W11,37.202250000,-76.735960000
COLO_EW-2W06,37.202290000,-76.735300000
COLO_EW-2W10,37.202290000,-76.735300000
COLO_BP-1W07,37.202330000,-76.735200000
COLO_EW-1W07,37.202330000,-76.735200000
COLO_EW-9W07,37.202330000,-76.735970000
COLO_BP-6P06,37.202710000,-76.736000000
COLO_BP-6W11,37.202710000,-76.736000000
COLO_BP-5W10,37.202760000,-76.736000000
COLO_BP-3W12,37.202800000,-76.736020000
COLO_BP-4W08,37.202820000,-76.736000000
COLO_BP-3P02,37.202880000,-76.736020000
COLO_BP-3W07,37.202880000,-76.736020000
COLO_BP-3P04,37.202880000,-76.736020000
COLO_BP-2W09,37.203010000,-76.736040000
COLO_BP-1W13,37.203050000,-76.736100000
COLO_TR-1P08,37.206500000,76.771400000
COLO_TR-1P14,37.206500000,76.771400000
COLO_TR-1W25,37.206500000,76.771400000
COLO_TR-1P05,37.206500000,76.771400000
COLO_TR-1P07,37.206500000,76.771400000
COLO_M19_WaterLevel,37.206867000,-76.759793000
COLO_IH-6P17,37.210780000,-76.765900000
COLO_IH-4W13,37.211020000,-76.765600000
COLO_IH-2W10,37.211290000,-76.765400000
COLO_IH-1W10,37.211340000,-76.765300000
COLO_2003,37.214616700,-76.744833333
COLO_2008-2012,37.214616700,-76.744833333
COLO_2014,37.214616700,-76.744833333
COLO_2016,37.214616700,-76.744833333
COLO_2018,37.214616700,-76.744833333
MEVEMAN02,37.219800895,-108.341568487
PETE_03_pilot,37.238460000,-77.360910000
MEVEMAN01,37.252561070,-108.357355800
DEVA_P_LCM0255,37.275991000,-117.662994000
HTLN_OZAR_Temp_CM03,37.279158000,91.404283000
HTLN_OZAR_Temp_SPRROU,37.282792000,-91.407601000
HTLN_OZAR_Temp_CM02,37.312814000,-91.465887000
HTLN_OZAR_Temp_CM02_2013,37.319682000,-91.475549000
HTLN_OZAR_Temp_SPRPUL,37.334688000,-91.489721000
APCO_03_pilot,37.383477000,-78.781493000
HTLN_OZAR_Temp_SPRWEL,37.393888000,-91.574036000
DEVA_USGSADAPS_372340113113001,37.394425140,-113.192448100
HTLN_OZAR_Temp_CM01,37.418020000,-91.604127000
RICH_07_pilot,37.419480000,-77.245120000
ERMN13,37.532526000,-81.017159000
SIEN_WEI_YOSE-19_Well-325,37.560700000,-119.596000000
ERMN14,37.599460000,-80.948614000
SIEN_WEI_YOSE-03_Well-224,37.624100000,-119.611000000
SIEN_WEI_YOSE-07_Well-328,37.625800000,-119.582000000
SIEN_WEI_DEPO_Well409,37.628436000,-119.086579000
DEPO_SCRIPPS_Wx_station,37.629300000,-119.084700000
SIEN_DEPO_SAJOMIFK,37.631900000,-119.086000000
GRSA_215,37.691596050,-105.707225000
SIEN_WEI_YOSE-23_Well-342,37.692500000,-119.513000000
YOSE_MERC_ILLI,37.712200000,-119.559800000
GRSA_404,37.716800887,-105.632263020
SIEN_WEI_YOSE-20_Well-059,37.719300000,-119.462000000
SIEN_WEI_YOSE-20_Well-053,37.720400000,-119.462000000
GRSA_302,37.721630000,-105.624088000
GRSA_N11,37.726845900,-105.510030000
SIEN_YOSE_MERCHAIS,37.731390000,-119.558060000
SIEN_YOSE_MERCPOBR,37.731700000,-119.665000000
GRSA_202,37.735493950,-105.661542700
YOSE_MERC_YV_Well_90,37.737980000,-119.568850000
GRSA_203,37.738045320,-105.656582900
YOSE_MERC_AHSC,37.738100000,-119.403800000
SIEN_YOSE_MERCHISC,37.738300000,-119.403000000
YOSE_MERC_YV_Well_34,37.738300000,-119.570790000
YOSE_MERC_YV_Well_33,37.738740000,-119.570780000
YOSE_MERC_YV_Well_36,37.738880000,-119.571700000
YOSE_MERC_YV_Well_91,37.739040000,-119.568760000
YOSE_MERC_YV_Well_53,37.739040000,-119.566210000
YOSE_MERC_YV_Well_37,37.739380000,-119.572290000
YOSE_MERC_YV_Well_38,37.739450000,-119.570770000
YOSE_MERC_YV_Well_85,37.739770000,-119.568890000
YOSE_MERC_YV_Well_51,37.739770000,-119.567790000
YOSE_MERC_YV_Well_42,37.739950000,-119.572290000
GRSA_210,37.739999820,-105.654988600
YOSE_MERC_YV_Well_14,37.740070000,-119.576030000
YOSE_MERC_YV_Well_39,37.740090000,-119.570900000
YOSE_MERC_YV_Well_86,37.740400000,-119.569050000
YOSE_MERC_YV_Well_43,37.740570000,-119.572260000
YOSE_MERC_YV_Well_13,37.740590000,-119.575200000
YOSE_MERC_YV_Well_50,37.740840000,-119.567190000
YOSE_MERC_YV_Well_12,37.740880000,-119.574500000
YOSE_MERC_YV_Well_40,37.740920000,-119.570820000
YOSE_MERC_YV_Well_76,37.740940000,-119.564990000
YOSE_MERC_YV_Well_11,37.741070000,-119.576830000
YOSE_MERC_YV_Well_44,37.741090000,-119.572270000
YOSE_MERC_YV_Well_67,37.741110000,-119.566280000
YOSE_MERC_YV_Well_47,37.741230000,-119.569060000
YOSE_MERC_YV_Well_7,37.741330000,-119.573960000
YOSE_MERC_YV_Well_41,37.741540000,-119.570810000
YOSE_MERC_YV_Well_10,37.741570000,-119.576240000
YOSE_MERC_YV_Well_48,37.741570000,-119.568150000
YOSE_MERC_YV_Well_75,37.741580000,-119.565540000
YOSE_MERC_YV_Well_62,37.741610000,-119.572230000
YOSE_MERC_YV_Well_68,37.741670000,-119.567000000
YOSE_MERC_YV_Well_8,37.741710000,-119.573240000
YOSE_MERC_YV_Well_95,37.741760000,-119.564550000
YOSE_MERC_YV_Well_46,37.741900000,-119.568670000
YOSE_MERC_YV_Well_63,37.741950000,-119.572130000
YOSE_MERC_YV_Well_9,37.741970000,-119.576080000
YOSE_MERC_TENAYA,37.742000000,-119.557400000
YOSE_MERC_YV_Well_60,37.742170000,-119.571100000
YOSE_MERC_YV_Well_69,37.742250000,-119.567580000
YOSE_MERC_YV_Well_55,37.742300000,-119.569960000
YOSE_MERC_YV_Well_45,37.742340000,-119.569080000
YOSE_MERC_YV_Well_1,37.742380000,-119.574700000
YOSE_MERC_YV_Well_64,37.742400000,-119.572100000
YOSE_MERC_YV_Well_72,37.742420000,-119.566330000
YOSE_MERC_YV_Well_74,37.742420000,-119.566330000
YOSE_MERC_YV_Well_15,37.742670000,-119.577640000
YOSE_MERC_YV_Well_16,37.742680000,-119.576610000
YOSE_MERC_YV_Well_56,37.742800000,-119.570470000
YOSE_MERC_YV_Well_2,37.742850000,-119.574350000
YOSE_MERC_YV_Well_18,37.742890000,-119.578290000
YOSE_MERC_YV_Well_59,37.742930000,-119.571220000
YOSE_MERC_YDUP_Well3c,37.742937980,-119.584845900
YOSE_MERC_YV_Well_73,37.743000000,-119.566000000
YOSE_MERC_YV_Well_54,37.743020000,-119.569430000
YOSE_MERC_YV_Well_70,37.743030000,-119.567930000
YOSE_MERC_YDUP_Well3b,37.743116570,-119.584920200
YOSE_MERC_YV_Well_6,37.743160000,-119.575690000
YOSE_MERC_YV_Well_65,37.743200000,-119.572470000
YOSE_MERC_YDUP_Well4c,37.743225520,-119.584061600
YOSE_MERC_YDUP_Well3a,37.743295160,-119.584994500
YOSE_MERC_YV_Well_3,37.743310000,-119.573270000
YOSE_MERC_YDUP_Well2c,37.743352340,-119.586494300
YOSE_MERC_YV_Well_61,37.743380000,-119.571360000
YOSE_MERC_YDUP_Well4b,37.743404850,-119.584101800
YOSE_MERC_YDUP_Well5c,37.743413560,-119.583705000
YOSE_MERC_YDUP_Well 2b,37.743446620,-119.586304700
YOSE_MERC_YDUP_Well2a,37.743451100,-119.586100600
YOSE_MERC_YV_Well_57,37.743460000,-119.570400000
YOSE_MERC_YV_Well_99,37.743560000,-119.566220000
YOSE_MERC_YDUP_Well4a,37.743584190,-119.584142100
YOSE_MERC_YDUP_Well5b,37.743592650,-119.583756600
YOSE_MERC_YV_Well_17,37.743760000,-119.577580000
YOSE_MERC_YV_Well_4,37.743770000,-119.574100000
YOSE_MERC_YV_Well_5,37.743770000,-119.574850000
YOSE_MERC_YDUP_Well5a,37.743772230,-119.583785500
YOSE_MERC_YDUP_Well1c,37.743801050,-119.586578000
YOSE_MERC_YDUP_Well1b,37.743805040,-119.586396600
YOSE_MERC_YV_Well_66,37.743860000,-119.572410000
YOSE_MERC_YDUP_Well 1a,37.743899310,-119.586207000
YOSE_MERC_YV_Well_100,37.744020000,-119.580330000
YOSE_MERC_YV_Well_89,37.744510000,-119.576500000
YOSE_MERC_YV_Well_32,37.744770000,-119.577470000
YOSE_MERC_YV_Well_22,37.744820000,-119.581470000
YOSE_MERC_YV_Well_77,37.745090000,-119.570800000
YOSE_MERC_YV_Well_79,37.745150000,-119.572630000
YOSE_MERC_YV_Well_28,37.745240000,-119.579700000
YOSE_MERC_YV_Well_21,37.745440000,-119.581250000
YOSE_MERC_YV_Well_29,37.745680000,-119.578800000
YOSE_MERC_YV_Well_88,37.745690000,-119.576180000
YOSE_MERC_YV_Well_31,37.746160000,-119.577980000
YOSE_MERC_YV_Well_27,37.746610000,-119.579680000
YOSE_MERC_YV_Well_87,37.746750000,-119.575760000
YOSE_MERC_YV_Well_20,37.746890000,-119.581070000
GRSA_213,37.747210220,-105.691488200
YOSE_MERC_YV_Well_30,37.747220000,-119.578260000
YOSE_MERC_YV_Well_26,37.747910000,-119.579860000
YOSE_MERC_YV_Well_19,37.748050000,-119.581010000
GRSA_212,37.748198000,-105.691501000
ERMN11,37.749693690,-80.931696423
SIEN_WEI_YOSE-15_Well-336,37.749800000,-119.664000000
GRSA_306,37.767389870,-105.624715000
YOSE_TUOL_MACL,37.772200000,-119.264400000
SIEN_YOSE_TUOLLYFK,37.777000000,-119.262100000
GRSA_207,37.780645890,-105.632680600
GRSA_307,37.781518780,-105.632903600
GRSA_204,37.781908120,-105.632724800
SIEN_WEI_YOSE-04_Well-301,37.784600000,-119.441000000
SIEN_WEI_YOSE-04_Well-327,37.784900000,-119.441000000
PRSF_MTL,37.787420000,-122.470920000
YOSE_TUOL_KUNA,37.795000000,-119.262200000
YOSE_TUOL_ROCK,37.803600000,-119.263600000
GOGA_CRFI_WQ,37.804800000,-122.454000000
GOGA_CRFI_TIDE,37.804943000,-122.453860000
GOGA_NOAA_9414290,37.806666700,-122.465000000
SIEN_WEI_YOSE-24_Well-051,37.813700000,-119.373000000
SIEN_WEI_YOSE-11_Well-323,37.814100000,-119.569000000
SIEN_WEI_YOSE-11_Well-322,37.814600000,-119.569000000
GRSA-Sand_Creek,37.829486000,-105.593053000
GRSA-Sand_Creek_Air_Temp,37.829486000,-105.593053000
GOGA_MAHE_LAGN_PED,37.831351000,-122.536445337
GRSA_300,37.831939535,-105.587344910
GOGA_MAHE_LAGN_CAR,37.831954104,-122.526157245
YOSE_TUOL_ACK_CON,37.831995600,-119.849801100
GOGA_MAHE_LAKE,37.832034000,-122.525952000
GOGA_MAHE_1062_BARO,37.832446000,-122.536701000
YOSE_TUOL_ACK_NRTH,37.833096700,-119.847669100
GOGA_MAHE_RAIN,37.833580000,-122.540180000
GOGA_MAHE-36_GW,37.833690000,-122.540190000
GOGA_MAHE-26_GW,37.834180000,-122.539790000
GOGA_TEVA-3_GW,37.842812700,-122.550857400
GOGA_TEVA-2_GW,37.846116000,-122.547423476
GOGA_TEVA-1_GW,37.847062000,-122.545201277
GOGA_TEVA_EL,37.847559951,-122.544501095
GOGA_TEVA-4_GW,37.852572000,-122.538380000
GOGA_TEVA-6_GW,37.852828100,-122.538095500
GOGA_TEVA-5_GW,37.852943500,-122.538435800
GOGA_MUBE_LAGN,37.860315000,-122.575913000
YOSE_CATHEDRALSPRBLWJMT,37.861900000,-119.405300000
GOGA_MUBE-4A_GW,37.861931400,-122.573621500
GOGA_MUBE-4B_GW,37.861958900,-122.574035800
GOGA_MUBE-4_GW,37.861967720,-122.573334800
GOGA_MUBE-4C_GW,37.861985600,-122.574234500
GOGA_MUBE-1A_GW,37.863118200,-122.573867300
GOGA_MUBE-1B_GW,37.863361700,-122.574571100
GOGA_MUBE_USGS_11460151,37.866111000,-122.578611000
SFAN_GOGA_RW,37.866119000,-122.578503000
GOGA_BAND_BARO,37.866123000,-122.579579000
SFAN_GOGA_RW_RAIN,37.866150000,-122.579520000
GOGA_BAND_POND,37.868027200,-122.580628700
GOGA_BAND-4_GW,37.868890000,-122.582683600
YOSE_TUOL_TWBR,37.869616000,-119.330855000
GOGA_BAND-5_GW,37.870212200,-122.582548500
GOGA_BAND-6_GW,37.870861800,-122.583709600
YOSE_TUOL_BUDD_F,37.871760000,-119.383560000
YOSE_TUOL_BUDD_RK,37.873045000,-119.381845000
YOSE_TUOL_BUDD_AC,37.873493000,-119.381638000
YOSE_TUOL_BUDD_BC,37.873622000,-119.381663000
SIEN_YOSE_TUOLTIRO,37.876200000,-119.354900000
YOSE_TUOL_DANA,37.876846000,-119.338425000
YOSE_TUOL_PARS,37.877191000,-119.367171000
YOSE_TUOL_BUGL,37.878083000,-119.340119000
YOSE_TUOL_SNOW_GPT,37.881742000,-119.312323000
YOSE_TUOL_DELA_BPCT,37.884200000,-119.378100000
YOSE_TUOL_DELA_APCT,37.885000000,-119.375000000
MUIR,37.891915000,-122.559028000
GOGA_MUWO_B3,37.897675843,-122.575279492
GOGA_USGSADAPS_375353122381901,37.897981650,-122.639703800
SFAN_GOGA_EK,37.898390000,-122.641460000
SIEN_WEI_YOSE-25_Well-063,37.901500000,-119.524000000
SIEN_WEI_YOSE-25_Well-225,37.902100000,-119.523000000
ERMN10,37.913463118,-81.021946762
SIEN_WEI_YOSE-06_Well-313,37.913900000,-119.308000000
SIEN_YOSE_TUOLHEHE,37.916000000,-119.660000000
SIEN_WEI_YOSE-15_Well-339,37.916200000,-119.719000000
YOSE_PV_Well_17,37.917457581,-119.819938660
YOSE_PV_Well_1,37.917583466,-119.820388794
YOSE_PV_Well_16,37.917724609,-119.820732117
YOSE_PV_Well_15,37.917827606,-119.821121216
YOSE_PV_Well_2,37.917850494,-119.821128845
YOSE_PV_Well_12,37.917942047,-119.822410583
YOSE_PV_Well_14,37.917945862,-119.821403503
YOSE_PV_Well_13,37.918083191,-119.821830750
YOSE_PV_Well_3,37.918090820,-119.821823120
YOSE_PV_Well_10,37.918109894,-119.820419312
YOSE_PV_DownstreamStage,37.918231964,-119.822250366
YOSE_PV_Barometer,37.918292999,-119.818145752
YOSE_PV_SouthTribAtRoad,37.918292999,-119.818145752
YOSE_PV_SouthTribDS,37.918292999,-119.818145752
YOSE_PV_Temp_RH,37.918292999,-119.818145752
YOSE_PV_Well_9,37.918464661,-119.819465637
YOSE_PV_Well_4,37.918704987,-119.818260193
YOSE_PV_Well_8,37.918769836,-119.818855286
YOSE_PV_Well_5,37.919010162,-119.818450928
YOSE_PV_Well_19,37.919158936,-119.818565369
YOSE_PV_Well_6,37.919326782,-119.818740845
YOSE_PV_SouthTribUS,37.919555664,-119.816917419
YOSE_PV_Well_18,37.919605255,-119.818984985
YOSE_PV_UpstreamStage,37.919662476,-119.818946838
SFAN_PORE_PG,37.919730000,-122.691920000
YOSE_PV_NorthTrib,37.920265198,-119.821868896
YOSE_PV_Well_11,37.920345306,-119.819564819
YOSE_PV_Well_7,37.920799255,-119.819931030
YOSE_PV_Pond,37.921150208,-119.820259094
SIEN_WEI_YOSE-22_Well-058,37.934700000,-119.338000000
GRSA_259,37.940560910,-105.529040900
GRSA_N10,37.940708430,-105.528941000
GRSA_260,37.940725780,-105.528450200
GRSA_261,37.940928450,-105.527473000
GRSA_257,37.941332560,-105.541690300
GRSA_255,37.942310650,-105.542630700
GRSA_254,37.942513400,-105.541664900
GRSA_256,37.942822450,-105.541086700
ERMN05,37.954667000,-81.075372000
ERMN09,37.961680396,-81.012869236
SIEN_YOSE_TUOLFACK,37.970800000,-119.763000000
SIEN_WEI_YOSE-21_Well-217,37.977146000,-119.781716000
SIEN_WEI_YOSE-18_Well-220,37.995700000,-119.671000000
SIEN_WEI_YOSE-13_Well-335,38.026400000,-119.554000000
SFAN_PORE_OV,38.038600000,-122.785840000
BEOL_Well 3,38.038648980,-103.429797000
BEOL_Well 18,38.040629120,-103.432394600
BEOL_Well 2,38.040667370,-103.429846400
BEOL_Well 1,38.040752670,-103.428727900
SFAN_PORE_OL,38.041914000,-122.789750000
BEOL_Well 5,38.045063000,-103.432726000
BEOL_Well 6,38.046296000,-103.429975000
ASIS_M5_WaterLevel,38.048210000,-75.234400000
ASIS_M8_WaterLevel,38.089134000,-75.222018000
ASIS_BL_WaterLevel,38.109370000,-75.195216000
SIEN_WEI_YOSE-01_Well-214,38.117700000,-119.669000000
ASIS_M6_WaterLevel,38.143613000,-75.187342000
ASIS_M4_WaterLevel,38.167098000,-75.179385000
ASIS_TG_WaterLevel,38.178819000,-75.174130000
GEWA_2019,38.183700000,-76.914020000
GEWA_2009,38.183733330,-76.914066660
GEWA_2011,38.183733330,-76.914066660
GEWA_2013,38.183733330,-76.914066660
GEWA_2015,38.183733330,-76.914066660
GEWA_2017,38.183733330,-76.914066660
ASIS_Seagrass,38.187486000,-75.182464000
ASIS_2005,38.188920000,-75.191240000
ASIS_2006-2012,38.188920000,-75.191240000
ASIS_2016,38.188920000,-75.191240000
ASIS_2014,38.188920000,-75.191240000
ASIS_2020,38.188920000,-75.191240000
ASIS_2018,38.189490000,-75.192730000
SHEN_SWAS_PAIN,38.198600000,-78.793400000
ASIS_DA_WaterLevel,38.201134000,-75.161997000
ERMN16,38.215017000,-80.888109000
ERMN15,38.221439000,-81.116334000
SHEN_SWAS_WOR1,38.250740000,-78.748630000
CARE_F1_right,38.278649322,-111.186573577
CARE_F1_instream,38.278761845,-111.186713371
CARE_F1_left,38.278897834,-111.186838473
ASIS_KMO5_WaterLevel,38.320465000,-75.100407000
FRSP_15_pilot,38.324630000,-77.726550000
HTLN_TAPR_Temp_MID02,38.430267000,-96.559617000
HTLN_TAPR_Temp_WTPND,38.433929000,-96.563177000
HTLN_TAPR_Temp_MID01,38.438115000,-96.557981000
HTLN_TAPR_Temp_MID23,38.442092000,-96.594671000
SHEN_SWAS_STAN,38.444610000,-78.370800000
CURE_CIMA,38.447050000,-107.555180000
CURE_EELK,38.484540000,-107.170850000
CURE_CR32,38.517470000,-106.995550000
CURE_SOAP,38.527080000,-107.310210000
CoAgMet Climate Station SCM01,38.543900000,-102.503000000
SAND_Well 8,38.549484390,-102.497729000
SAND_Well 7,38.549592760,-102.498264300
SAND_Well 5,38.549675330,-102.498700300
SAND_Well 10,38.550299060,-102.498208200
SAND_Well 13,38.551071910,-102.503845600
BLCA_URRC,38.571600000,-107.787730000
NCRN_PRWI_SFQC,38.572676000,-77.347374000
NCRN_PRWI_NFQC,38.572704000,-77.347235000
SHEN_SWAS_NFDR,38.633720000,-78.357730000
ARCH_C1_instream,38.649314579,-109.583207881
ARCH_C1_left,38.649521492,-109.583254162
SHEN_SWAS_PINE,38.701760000,-78.267760000
GWMP_DykeMarsh_CreekBank2,38.765429991,-77.049699857
FLFO_705,38.911700910,-105.255722800
FLFO_703,38.912841860,-105.257330158
FLFO_N09,38.913792810,-105.285297000
FLFO_710,38.914093380,-105.277462400
GRBA_SNK1,38.918889000,-114.132778000
GRBA_SNK3,38.921667000,-114.223611000
FLFO_708,38.924322660,-105.284412300
GRBA_DEAD0,38.935859000,-114.274009000
NCRN_WOTR_WOTR,38.940969000,-77.268055000
GRBA_JHNS0,38.943617000,-114.297710000
GRBA_BAKR0,38.957414000,-114.310305000
GRBA_USGS_10243240,38.990833300,-114.205833333
GRBA_BAK1,38.991380000,-114.205540000
GRBA_TRSA0,39.003172000,-114.311176000
GRBA_BRWN0,39.003689000,-114.302123000
GRBA_STLL0,39.005289000,-114.318701000
GRBA_LHM1,39.012270000,-114.214820000
Mather Nevada-Precipitation,39.022778000,-114.272222000
GRBA_STR1,39.064650000,-114.255890000
GETT_07_pilot,39.784650000,-77.244460000
GETT_07,39.784650000,-77.244460000
VAFO_01,40.079200000,-75.460902000
VAFO_01_pilot,40.079200000,-75.460902000
HOFU_01_pilot,40.201700000,-75.767567000
HOFU_01,40.201708000,-75.757569000
ROMO_811,40.211446500,-105.549181500
ROMO_806,40.213107200,-105.545905100
McGraw,40.254600000,-105.290700000
ROMO_514,40.257875050,-105.796476600
ROMO_0685,40.259105380,-105.790501760
ROMO_AVC_All_Data,40.262880000,-105.444930000
ROMO_N13,40.266813495,-105.832723357
ROMO_592,40.280660930,-105.837410300
ROMO_301,40.308286890,-105.814348900
ROMO_614,40.313494093,-105.809252523
ROMO_604,40.313622952,-105.809995551
ROMO_507,40.313946429,-105.811611772
ROMO_511,40.314247675,-105.812333286
ROMO_0332,40.314350750,-105.549892270
ROMO_S03,40.324861270,-105.856084700
ROMO_503,40.340657214,-105.848147525
ROMO_522,40.342909461,-105.859207993
ROMO_S02,40.351573000,-105.581206000
ROMO_724,40.355209539,-105.595542642
ROMO_505,40.355306770,-105.593681600
ROMO_589,40.355746122,-105.593850324
ROMO_506,40.356100390,-105.593500200
ROMO_590,40.357142153,-105.594168764
ROMO_701,40.357589663,-105.594737979
ROMO_530,40.363396450,-105.575968300
ROMO_N12,40.366217951,-105.560963266
ROMO_599,40.372368570,-105.601593700
ROMO_618,40.382153443,-105.850611596
ROMO_617,40.383072603,-105.851801241
ROMO_616,40.383465296,-105.852300970
